,Date,Open,High,Low,Close,Adjusted_Close,Volume
64,2017-05-23,34.924999,34.947498,33.927502,34.2575,33.890175,68124800
65,2017-05-24,35.240002,35.267502,34.52,34.642502,34.271046,81599600
66,2017-05-25,35,35.0075,34.110001,34.564999,34.194363,60822800
67,2017-05-26,34.482498,36.32,34.2775,35.459999,35.079773,77914000
68,2017-05-30,35.924999,36.572498,35.762501,36.217499,35.829147,98965200
69,2017-05-31,36.672501,36.75,35.512501,36.087502,35.70055,88731600
70,2017-06-01,36.247501,36.2575,35.630001,36.09,35.703022,50334000
71,2017-06-02,36.060001,36.325001,35.849998,35.91,35.524952,48745600
72,2017-06-05,35.744999,37.1325,35.627499,37.002499,36.60574,81737600
73,2017-06-06,36.955002,37.422501,36.700001,36.834999,36.440037,75872800
74,2017-06-07,37.0825,37.470001,36.924999,37.279999,36.880249,61261200
75,2017-06-08,38.365002,40,37.947498,39.985001,39.556259,116174400
76,2017-06-09,41.185001,42.125,35.6875,37.400002,36.99897,369292800
77,2017-06-12,36.470001,37.924999,35.5275,37.4925,37.090481,169753200
78,2017-06-13,38.599998,38.692501,36.412498,37.849998,37.444145,167250400
79,2017-06-14,37.880001,38.514999,37.125,37.93,37.523289,118464000
80,2017-06-15,36.740002,38.400002,36.625,38.092499,37.684044,96382400
81,2017-06-16,38.189999,38.674999,37.560001,37.904999,37.49855,92496000
82,2017-06-19,38.352501,39.3825,38.314999,39.330002,38.908279,77817600
83,2017-06-20,39.7575,40.435001,39.23,39.272499,38.851402,109544400
84,2017-06-21,39.552502,39.904999,38.924999,39.8675,39.44001,68265200
85,2017-06-22,39.950001,40.084999,39.349998,39.592499,39.167961,46913200
86,2017-06-23,39.669998,39.830002,38.305,38.4575,38.045132,108858800
87,2017-06-26,38.790001,39.150002,37.0825,38.037498,37.629639,106396000
88,2017-06-27,37.860001,37.947498,36.587502,36.645,36.252071,99949200
89,2017-06-28,37.330002,37.985001,36.4375,37.9375,37.530712,99494800
90,2017-06-29,37.650002,37.68,36.02,36.669998,36.276806,106442400
91,2017-06-30,36.845001,36.982498,35.875,36.139999,35.75248,73106000
92,2017-07-03,36.262501,36.412498,34.645,34.8325,34.459003,70907200
93,2017-07-05,35.474998,36.055,35.282501,35.762501,35.379028,82018800
94,2017-07-06,35.467499,36.345001,34.939999,35.869999,35.485378,74628400
95,2017-07-07,36.445,36.875,36.212502,36.689999,36.296581,65497200
96,2017-07-10,37.435001,38.5,37.169998,38.424999,38.012993,95849200
97,2017-07-11,38.462502,39.047501,38.037498,38.970001,38.552143,75795600
98,2017-07-12,39.575001,40.75,39.139999,40.627499,40.191868,114520800
99,2017-07-13,40.75,41.575001,39.6875,40.157501,39.726898,136913200
100,2017-07-14,40.322498,41.252499,40.252499,41.237499,40.795322,94194800
101,2017-07-17,41.5825,41.875,40.4375,41.0625,40.622208,93079200
102,2017-07-18,40.445,41.637501,40.325001,41.490002,41.04512,77664000
103,2017-07-19,41.5825,41.849998,41.1525,41.275002,40.83242,68704400
104,2017-07-20,41.482498,41.877499,40.977501,41.875,41.425987,69959600
105,2017-07-21,41.6675,42.325001,41.522499,42.025002,41.574383,64833200
106,2017-07-24,42.0975,42.195,41.43,41.537498,41.09211,65252400
107,2017-07-25,41.305,41.482498,40.895,41.337502,40.894257,49655600
108,2017-07-26,41.919998,42.482498,41.462502,41.814999,41.366634,64040400
109,2017-07-27,42.067501,42.185001,39.389999,40.435001,40.001427,78285600
110,2017-07-28,40.072498,41.345001,39.82,41.0975,40.656826,51334800
111,2017-07-31,41.235001,41.599998,40.154999,40.627499,40.191868,55967200
112,2017-08-01,40.532501,41.139999,40.25,41.122501,40.681561,43138400
113,2017-08-02,41.4375,41.477501,40.317501,41.0975,40.656826,47844400
114,2017-08-03,41.092499,41.657501,40.919998,41.619999,41.173729,44242000
115,2017-08-04,41.849998,42.517502,41.619999,41.802502,41.354271,58909600
116,2017-08-07,42.0975,43.092499,42,43.087502,42.625492,71741200
117,2017-08-08,43.4725,43.639999,42.177502,42.575001,42.118492,75533600
118,2017-08-09,42.107498,43.052502,41.9175,43.0275,42.566135,53078400
119,2017-08-10,43.040001,43.165001,41.0825,41.185001,40.743389,132808800
120,2017-08-11,39.285,39.75,38.227501,38.990002,38.57193,149719600
121,2017-08-14,39.9175,42.137501,39.799999,42.099998,41.648579,127902000
122,2017-08-15,42.1525,42.4175,41.397499,41.744999,41.297375,76453200
123,2017-08-16,41.897499,42.134998,40.959999,41.287498,40.844791,59663200
124,2017-08-17,41.202499,41.375,40.345001,40.3675,39.93465,52544400
125,2017-08-18,40.9175,41.09,39.91,40.375,39.942074,60120400
126,2017-08-21,40.622501,40.737499,39.342499,39.787498,39.360863,62367200
127,2017-08-22,40.122501,40.697498,39.927502,40.637501,40.237156,45045600
128,2017-08-23,40.299999,41.5625,40.212502,41.450001,41.041645,57952000
129,2017-08-24,41.775002,41.82,41.029999,41.297501,40.890652,46970000
130,2017-08-25,41.5425,41.645,40.887501,40.952499,40.549053,35720000
131,2017-08-28,41.145,41.275002,40.5825,41.2425,40.836193,38949600
132,2017-08-29,40.647499,41.395,40.564999,41.174999,40.769352,32409600
133,2017-08-30,41.375,41.532501,41.067501,41.419998,41.01194,38440000
134,2017-08-31,41.625,42.400002,41.549999,42.360001,41.942684,61268400
135,2017-09-01,42.487499,42.974998,42.400002,42.615002,42.195171,44543200
136,2017-09-05,42.095001,42.145,40.889999,41.477501,41.068878,69536400
137,2017-09-06,41.810001,41.950001,41.099998,41.452499,41.044125,39767200
138,2017-09-07,41.622501,41.9725,41.237499,41.645,41.234734,35286800
139,2017-09-08,41.5275,41.677502,40.677502,40.922501,40.519341,49885600
140,2017-09-11,41.384998,42.357498,41.330002,42.25,41.833782,56744400
141,2017-09-12,42.5,42.5,41.7425,42.4025,41.984768,41148800
142,2017-09-13,42.147499,42.884998,41.82,42.592499,42.172886,58096000
143,2017-09-14,42.197498,43.139999,41.950001,42.349998,41.932785,51371200
144,2017-09-15,43.215,45.0275,43.162498,45.0275,44.583897,136479200
145,2017-09-18,46.285,47.799999,46.215,46.887501,46.425583,168446000
146,2017-09-19,46.377499,47.462502,46.154999,46.837502,46.37608,87428000
147,2017-09-20,46.875,47.355,46.052502,46.459999,46.002293,72492000
148,2017-09-21,45.41,45.674999,44.4025,45.189999,44.744804,107560000
149,2017-09-22,45.075001,45.577499,44.650002,44.75,44.309135,49123200
150,2017-09-25,44.4375,44.450001,42.540001,42.75,42.328838,87458000
151,2017-09-26,44.112499,44.669998,42.587502,42.990002,42.566483,112562000
152,2017-09-27,43.904999,44.067501,43.1875,43.932499,43.499695,71372000
153,2017-09-28,44.005001,44.044998,43.439999,43.919998,43.48732,43524400
154,2017-09-29,44.77,44.932499,44.3125,44.692501,44.252209,61909200
155,2017-10-02,45.200001,45.494999,44.25,44.75,44.309135,50348000
156,2017-10-03,44.8125,45.145,44.395,44.842499,44.400719,39033200
157,2017-10-04,44.904999,45.442501,44.535,45.217499,44.772038,42784800
158,2017-10-05,45.465,45.5,44.889999,45.192501,44.74728,43736400
159,2017-10-06,44.912498,45.459999,44.75,45.325001,44.878475,31880000
160,2017-10-09,45.697498,46.682499,45.5075,46.3475,45.890896,56349200
161,2017-10-10,47.857498,48.237499,46.814999,47.232498,46.767174,97487600
162,2017-10-11,47.400002,47.75,46.935001,47.735001,47.264732,52950800
163,2017-10-12,47.77,48.272499,47.482498,47.7575,47.28701,52829200
164,2017-10-13,48.387501,48.75,47.912498,48.647499,48.16824,62872800
165,2017-10-16,48.950001,49.512501,48.310001,49.482498,48.995003,57664000
166,2017-10-17,49.272499,49.724998,49.087502,49.4375,48.950455,47859600
167,2017-10-18,49.5275,49.535,48.330002,49.395,48.908379,56731600
168,2017-10-19,48.610001,49.5,48.112499,49.450001,48.962826,57077200
169,2017-10-20,49.622501,49.897499,49.134998,49.224998,48.740055,45162000
170,2017-10-23,49.445,49.712502,48.950001,49.154999,48.670738,42869600
171,2017-10-24,49.247501,49.6875,48.985001,49.669998,49.180672,40724400
172,2017-10-25,49.27,49.805,47.7925,48.415001,47.938034,82816000
173,2017-10-26,48.695,49.040001,48.452499,48.922501,48.440533,32274400
174,2017-10-27,49.450001,50.467499,49.1875,50.465,49.967842,57219200
175,2017-10-30,50.465,51.522499,50.305,50.959999,50.457962,50405600
176,2017-10-31,51.282501,51.9725,51.224998,51.702499,51.193142,41190800
177,2017-11-01,52.337502,52.4925,51.150002,51.799999,51.289684,50257600
178,2017-11-02,51.5,51.952499,50.912498,51.485001,50.977795,34230800
179,2017-11-03,51.799999,52.172501,51.334999,52.172501,51.658512,35364000
180,2017-11-06,51.799999,52.494999,51.674999,52.407501,51.891201,38994400
181,2017-11-07,52.637501,53.224998,52.514999,53.0075,52.485283,42770000
182,2017-11-08,52.962502,53,51.810001,52.290001,51.774853,52298800
183,2017-11-09,51.317501,51.5825,50.092499,51.330002,50.824318,97856400
184,2017-11-10,53.27,54.6675,52.907501,54.035,53.50267,125325600
185,2017-11-13,54.035,54.2925,53.002499,53.157501,52.633808,58237600
186,2017-11-14,53.25,53.700001,52.807499,53.544998,53.017483,52929200
187,2017-11-15,52.987499,53,51.950001,52.494999,51.977833,50194800
188,2017-11-16,53.244999,53.549999,52.8125,52.9025,52.381329,44176800
189,2017-11-17,53.48,53.837502,52.6875,52.84,52.319443,51566400
190,2017-11-20,52.997501,53.642502,52.625,53.52,52.992741,39610000
191,2017-11-21,53.922501,54.130001,53.599998,54.012501,53.480385,39917600
192,2017-11-22,54.25,54.25,53.4025,53.732498,53.240105,35664000
193,2017-11-24,53.897499,54.25,53.650002,54.240002,53.742962,18075200
194,2017-11-27,54.327499,54.34,53.502499,53.535,53.044418,42289600
195,2017-11-28,53.587502,53.682499,52.060001,52.677502,52.194775,51275200
196,2017-11-29,52.502499,52.529999,47.807499,49.105,48.655014,139678800
197,2017-11-30,49.799999,50.669998,49.162498,50.177502,49.71769,82376800
198,2017-12-01,49.827499,50.032501,48.1175,49.419998,48.967133,81154800
199,2017-12-04,50.012501,50.075001,46.125,46.665001,46.237373,124084400
200,2017-12-05,45.599998,48.174999,45.145,46.935001,46.504906,98148800
201,2017-12-06,46.424999,47.535,46.209999,47.314999,46.88142,46703200
202,2017-12-07,47.990002,48.400002,47.529999,47.997501,47.557667,54260000
203,2017-12-08,48.502499,48.695,47.787498,47.872501,47.433819,46687600
204,2017-12-11,48.014999,48.695,47.855,48.665001,48.219051,37274800
205,2017-12-12,48.224998,48.459999,47.4725,47.709999,47.272793,45501600
206,2017-12-13,48.125,48.137501,46.470001,46.544998,46.118465,55428000
207,2017-12-14,46.48,47.334999,46.150002,46.6175,46.190308,43816400
208,2017-12-15,47.0625,48.095001,46.404999,47.889999,47.451141,67003600
209,2017-12-18,48.299999,49.505001,48,49.474998,49.021629,47770400
210,2017-12-19,49.380001,49.432499,48.740002,49.0275,48.578217,37310000
211,2017-12-20,49.424999,49.517502,48.637501,49.200001,48.749146,28882000
212,2017-12-21,49.235001,49.487499,48.887501,48.9725,48.523724,30090400
213,2017-12-22,48.599998,48.912498,47.8125,48.817501,48.370148,46627600
214,2017-12-26,48.2575,49.4375,47.955002,49.360001,48.907673,35508000
215,2017-12-27,49.224998,49.9925,49.077499,49.2925,48.840797,32948800
216,2017-12-28,49.532501,49.845001,49.287498,49.349998,48.897766,24024800
217,2017-12-29,49.615002,49.615002,48.375,48.375,47.931709,27996400
218,2018-01-02,48.945,49.875,48.625,49.837502,49.380798,35561600
219,2018-01-03,51.025002,53.424999,50.9375,53.1175,52.630745,91470400
220,2018-01-04,53.939999,54.512501,53.172501,53.397499,52.908173,58326800
221,2018-01-05,53.547501,54.227501,52.77,53.849998,53.356533,58012400
222,2018-01-08,55.099998,56.25,54.645,55.5,54.991421,88121600
223,2018-01-09,55.555,55.955002,54.66,55.485001,54.976543,49700000
224,2018-01-10,54.549999,55.955002,54,55.919998,55.407562,58266400
225,2018-01-11,56.25,56.567501,55.802502,56.02,55.506645,40603200
226,2018-01-12,55.900002,56.247501,55.334999,55.744999,55.234165,35991600
227,2018-01-16,56.012501,56.877499,54.172501,55.0275,54.523243,70234800
228,2018-01-17,55.174999,56.279999,54.224998,56.18,55.66518,53840800
229,2018-01-18,55.985001,56.66,55.669998,56.110001,55.595825,40863200
230,2018-01-19,57.022499,57.772499,56.75,57.5275,57.000332,60938000
231,2018-01-22,57.607498,58.439999,57.025002,58.422501,57.887138,55094400
232,2018-01-23,58.962502,59.9575,58.775002,59.727501,59.180176,47522800
233,2018-01-24,59.759998,60.122501,58.387501,58.950001,58.409798,57997200
234,2018-01-25,59.5,59.9375,58.9375,59.087502,58.546036,40988400
235,2018-01-26,59.529999,60.834999,59.400002,60.8325,60.275051,51635600
236,2018-01-29,60.685001,62.0275,60.1525,61.712502,61.146984,45511600
237,2018-01-30,60.2775,61.605,59.602501,60.68,60.123932,57083200
238,2018-01-31,61.442501,62.317501,61.112499,61.450001,60.886887,47857600
239,2018-02-01,59.630001,61.724998,59.514999,60.125,59.574032,51922400
240,2018-02-02,59.25,59.4925,57.7925,58.380001,57.84502,71846400
241,2018-02-05,56.75,58.307499,51.25,53.424999,52.935429,116520400
242,2018-02-06,51.099998,56.424999,51,56.395,55.878208,111480000
243,2018-02-07,57.395,58.7425,56.674999,57.200001,56.675838,80293200
244,2018-02-08,58.470001,58.805,54.377499,54.380001,53.881668,114400000
245,2018-02-09,59.5625,59.7225,54.380001,58.02,57.488316,167460400
246,2018-02-12,58.84,58.869999,56.2575,57.0075,56.485104,109317200
247,2018-02-13,56.639999,58.625,56.3125,58.157501,57.624557,62552400
248,2018-02-14,57.75,60.647499,57.637501,60.355,59.801918,74498800
249,2018-02-15,61.197498,62.092499,60.380001,61.625,61.060287,69890000
250,2018-02-16,61.349998,62.5,60.8675,60.959999,60.401375,63765600
251,2018-02-20,61.1875,62.967499,61.150002,62.27,61.699379,68624000
252,2018-02-21,62.922501,62.9925,60.34,60.377499,59.824207,89229200
253,2018-02-22,60.682499,61.407501,59.875,60.537498,60.020027,53436400
254,2018-02-23,61.142502,61.482498,60.630001,61.482498,60.956947,41530000
255,2018-02-26,61.950001,61.994999,61.014999,61.645,61.118061,46931200
256,2018-02-27,61.375,62.227501,61.282501,61.514999,60.98917,45543600
257,2018-02-28,61.625,62.025002,60.3825,60.5,59.982853,52311600
258,2018-03-01,60.477501,61.022499,57.029999,58.052502,57.556267,104012000
259,2018-03-02,56.965,59.200001,55.462502,59.134998,58.629517,91342800
260,2018-03-05,58.627499,59.3125,57.380001,58.912498,58.408916,62077600
261,2018-03-06,59.775002,60.735001,59.34,60.540001,60.022507,63680800
262,2018-03-07,59.5,60.987499,59.487499,60.459999,59.94318,58120800
263,2018-03-08,60.737499,60.737499,59.8475,60.294998,59.779602,41191200
264,2018-03-09,60.775002,61.462502,60.612499,61.3325,60.808228,50552400
265,2018-03-12,61.75,63.25,61.6675,62.439999,61.906265,60506000
266,2018-03-13,62.872501,63.625,61.509998,61.927502,61.398151,61977200
267,2018-03-14,62.362499,62.637501,61.555,62.185001,61.653442,50549600
268,2018-03-15,62.322498,63.154999,61.91,62.334999,61.802162,40195200
269,2018-03-16,62.5,62.8125,62.119999,62.619999,62.084724,39945600
270,2018-03-19,62.044998,62.337502,59.25,60.25,59.734978,71377200
271,2018-03-20,60.279999,62.787498,60.279999,62.395,61.861645,55469600
272,2018-03-21,62.330002,63,61.8325,62.139999,61.608826,43868800
273,2018-03-22,61.5,61.970001,60.084999,60.462502,59.94566,55119600
274,2018-03-23,60.599998,60.625,58.130001,58.2425,57.744644,73562000
275,2018-03-26,59.5,61.1325,58.974998,61.119999,60.597546,61142400
276,2018-03-27,61.9375,62.5,54.962502,56.380001,55.898067,140900000
277,2018-03-28,56.032501,57.3475,54.25,55.337502,54.864483,94590400
278,2018-03-29,56.0275,58.875,55.174999,57.897499,57.402592,91662800
279,2018-04-02,57.185001,58.662498,54.375,55.262501,54.790115,92209200
280,2018-04-03,56.950001,57.587502,55.337502,56.337502,55.855927,66743200
281,2018-04-04,53.752499,56.665001,53.5,56.560001,56.07653,78916800
282,2018-04-05,57.150002,57.282501,54.622501,55.345001,54.87191,70124000
283,2018-04-06,54.307499,55.400002,53.267502,53.5625,53.104649,66298800
284,2018-04-09,54.200001,55.4925,53.650002,53.852501,53.39217,49952400
285,2018-04-10,56.18,57.25,55.602501,56.977501,56.490463,76167600
286,2018-04-11,56.827499,57.244999,56.23,56.560001,56.07653,46024400
287,2018-04-12,57.5,58.830002,57.052502,58.650002,58.148666,59392000
288,2018-04-13,59.2925,59.377499,57.387501,57.875,57.38028,50303600
289,2018-04-16,57.942501,58.209999,56.919998,57.872501,57.377815,35079200
290,2018-04-17,58.400002,59.599998,57.837502,59.384998,58.87738,44722400
291,2018-04-18,58.875,59.8125,58.192501,59.092499,58.587379,39136400
292,2018-04-19,57.9375,58.275002,56.700001,57.259998,56.770542,47199600
293,2018-04-20,57.172501,58.025002,56.862499,57.177502,56.688747,38620000
294,2018-04-23,57.357498,57.875,55.7075,55.970001,55.491573,42750800
295,2018-04-24,56.23,57.200001,54.639999,55.299999,54.827297,41459600
296,2018-04-25,55,55.395,52.575001,54.165001,53.701992,58849200
297,2018-04-26,55.799999,56.387501,55.1325,56.305,55.823704,37582400
298,2018-04-27,57.375,57.575001,56.154999,56.5825,56.098835,40084800
299,2018-04-30,56.747501,57.25,56.029999,56.224998,55.744389,32784400
300,2018-05-01,56.142502,56.8125,55.549999,56.785,56.299603,25378800
301,2018-05-02,56.75,57.200001,56.3125,56.577499,56.09388,26824800
302,2018-05-03,56.900002,58.512501,56.442501,58.247501,57.749599,44314400
303,2018-05-04,57.9575,59.797501,57.782501,59.764999,59.254139,40066000
304,2018-05-07,60.822498,62.747501,60.7225,62.169998,61.638569,68761600
305,2018-05-08,62.172501,62.627499,61.677502,62.599998,62.064892,50661600
306,2018-05-09,62.802502,63.967499,62.5275,63.945,63.398399,59676000
307,2018-05-10,64.480003,65.125,64.300003,65.032501,64.476608,99408000
308,2018-05-11,63.195,64.947502,62.634998,63.6325,63.088573,121445600
309,2018-05-14,64.017502,64.622498,63.599998,63.84,63.294289,52314000
310,2018-05-15,63.197498,63.224998,60.375,61.389999,60.865242,96352800
311,2018-05-16,61,62.130001,60.627499,61.502499,60.97678,55382800
312,2018-05-17,61.52,62.875,61.357498,61.927502,61.398151,51978400
313,2018-05-18,62.452499,63.092499,61.435001,61.485001,60.959427,48371600
314,2018-05-21,62.470001,62.5075,60.122501,61.060001,60.538063,64062400
315,2018-05-22,61.195,61.450001,60.0625,60.674999,60.156353,51826400
316,2018-05-23,60.07,61.897499,60.0625,61.884998,61.393955,44295600
317,2018-05-24,61.8475,62.349998,61.310001,61.922501,61.43116,43737200
318,2018-05-25,62.049999,62.485001,61.689999,62.32,61.825504,29211200
319,2018-05-29,62.137501,62.834999,61.674999,62.147499,61.654366,35268400
320,2018-05-30,62.487499,63.334999,62.237499,63.247501,62.74564,39099600
321,2018-05-31,62.924999,63.799999,62.817501,63.047501,62.54723,49386800
322,2018-06-01,63.5,64.467499,63.412498,64.404999,63.893959,42196800
323,2018-06-04,64.75,66.434998,64.425003,66.212502,65.687111,64202400
324,2018-06-05,66.245003,66.647499,65.792503,66.267502,65.741684,39171200
325,2018-06-06,65.357498,66.32,65.192497,66.287498,65.76152,37135600
326,2018-06-07,66.25,66.370003,64.8125,65.724998,65.203484,36944800
327,2018-06-08,64.989998,66,64.800003,65.57,65.049721,36045600
328,2018-06-11,65.442497,65.862503,65.025002,65.154999,64.638008,26537200
329,2018-06-12,65.422501,65.767502,64.915001,65.644997,65.124115,31916000
330,2018-06-13,65.660004,66.417503,65.5075,65.599998,65.079483,33820800
331,2018-06-14,66.055,67.300003,65.904999,66.727501,66.198029,43001600
332,2018-06-15,66.150002,66.870003,65.837502,66.315002,65.788803,43226000
333,2018-06-18,65.870003,66.449997,65.595001,66.272499,65.746643,35626800
334,2018-06-19,65.230003,65.910004,63.755001,65.042503,64.526405,59493200
335,2018-06-20,65.457497,66.112503,65.07,65.577499,65.057152,36978000
336,2018-06-21,65.900002,66.084999,64.199997,64.277496,63.767456,35951600
337,2018-06-22,64.487503,64.622498,62.5825,62.737499,62.239697,43416000
338,2018-06-25,61.662498,61.700001,58.884998,59.779999,59.305653,66581600
339,2018-06-26,60.924999,61.412498,59.977501,60.497501,60.017464,47888400
340,2018-06-27,60.9375,61.607498,58.875,58.93,58.462402,45389200
341,2018-06-28,58.830002,60.334999,58.752499,60.215,59.737202,33801200
342,2018-06-29,60.872501,61,59.212502,59.224998,58.755058,39230000
343,2018-07-02,58.522499,60.5975,58.314999,60.560001,60.079464,35757200
344,2018-07-03,60.91,60.970001,59.125,59.209999,58.740177,22273200
345,2018-07-05,59.767502,60.732498,59.375,60.682499,60.200989,30621600
346,2018-07-06,60.435001,61.9175,60.220001,61.8325,61.341873,29635200
347,2018-07-09,62.5825,62.68,61.517502,62.3125,61.818066,30388000
348,2018-07-10,62.4375,63.535,62.029999,63.3125,62.810127,36001600
349,2018-07-11,62.375,62.724998,61.775002,61.8825,61.391468,36750800
350,2018-07-12,62.34,63.2925,62.240002,62.807499,62.309128,34550800
351,2018-07-13,62.994999,62.994999,61.904999,62.330002,61.835415,24698800
352,2018-07-16,62.049999,62.584999,61.924999,62.049999,61.557644,19703600
353,2018-07-17,61.552502,63.575001,61.294998,63.422501,62.91925,36213600
354,2018-07-18,63.3475,63.487499,62.41,62.924999,62.425701,27764000
355,2018-07-19,62.735001,63.3475,62.5825,63.0075,62.507553,23575200
356,2018-07-20,62.982498,63.375,62.612499,62.7225,62.224812,22235200
357,2018-07-23,62.455002,62.4725,60.82,62.352501,61.857754,30158400
358,2018-07-24,62.837502,63.712502,62,62.177502,61.684128,35462000
359,2018-07-25,62.272499,63.095001,61.6875,62.967499,62.467861,31911200
360,2018-07-26,62.764999,64.082497,62.595001,63.709999,63.204464,32512400
361,2018-07-27,64.080002,64.150002,62.459999,63.005001,62.50507,29542000
362,2018-07-30,63.147499,63.2075,60.68,61.032501,60.548214,34034000
363,2018-07-31,60.927502,61.970001,60.535,61.215,60.729267,28398800
364,2018-08-01,61.532501,62.09,60.9725,61.6175,61.128578,28355600
365,2018-08-02,60.897499,62.695,60.302502,62.654999,62.157841,26966800
366,2018-08-03,62.9025,63.264999,62.732498,63.025002,62.524906,21428800
367,2018-08-06,62.897499,63.5425,62.427502,63.5075,63.003578,20750800
368,2018-08-07,64,64.425003,63.73,64.237503,63.727776,25813200
369,2018-08-08,64.25,65.059998,63.897499,64.605003,64.092377,26210000
370,2018-08-09,64.785004,64.8125,64.037498,64.114998,63.606255,20428000
371,2018-08-10,63.287498,64.025002,63.174999,63.697498,63.192066,25639600
372,2018-08-13,63.785,65.25,63.767502,64.029999,63.521931,37520800
373,2018-08-14,65.095001,65.5,64.254997,65.357498,64.838905,46622000
374,2018-08-15,65.567497,65.910004,63.974998,64.769997,64.256065,59113600
